state,county,FIPS,year,month,sertxt,permits
47,015,47015,2024,1,Single Family,4
47,015,47015,2024,1,All Permits,4
47,015,47015,2024,2,Single Family,4
47,015,47015,2024,2,All Permits,4
47,015,47015,2024,3,Single Family,13
47,015,47015,2024,3,All Permits,13
47,015,47015,2024,4,Single Family,19
47,015,47015,2024,4,All Permits,19
47,015,47015,2024,1,Single Family,12
47,015,47015,2024,1,All Permits,12
47,015,47015,2024,3,Single Family,8
47,015,47015,2024,3,All Permits,8
47,021,47021,2024,1,Single Family,7
47,021,47021,2024,1,All Permits,7
47,021,47021,2024,2,Single Family,12
47,021,47021,2024,2,All Permits,12
47,021,47021,2024,3,All Permits,19
47,021,47021,2024,3,Single Family,19
47,021,47021,2024,4,All Permits,5
47,021,47021,2024,4,Single Family,5
47,021,47021,2024,1,All Permits,1
47,021,47021,2024,1,Single Family,1
47,021,47021,2024,2,Single Family,1
47,021,47021,2024,2,All Permits,1
47,021,47021,2024,3,All Permits,1
47,021,47021,2024,3,Single Family,1
47,021,47021,2024,4,All Permits,1
47,021,47021,2024,4,Single Family,1
47,021,47021,2024,1,All Permits,11
47,021,47021,2024,1,Single Family,11
47,021,47021,2024,2,All Permits,4
47,021,47021,2024,2,Single Family,4
47,021,47021,2024,3,All Permits,21
47,021,47021,2024,3,Single Family,21
47,021,47021,2024,4,Single Family,15
47,021,47021,2024,4,All Permits,15
47,037,47037,2024,1,All Permits,1
47,037,47037,2024,1,Single Family,1
47,037,47037,2024,3,Single Family,1
47,037,47037,2024,3,All Permits,5
47,037,47037,2024,3,All Multifamily,4
47,037,47037,2024,3,3 & 4-Unit Multifamily,4
47,037,47037,2024,4,All Permits,2
47,037,47037,2024,4,Single Family,2
47,037,47037,2024,1,All Permits,240
47,037,47037,2024,1,All Multifamily,6
47,037,47037,2024,1,2-Unit Multifamily,6
47,037,47037,2024,1,Single Family,234
47,037,47037,2024,2,All Multifamily,705
47,037,47037,2024,2,All Permits,924
47,037,47037,2024,2,5+-Unit Multifamily,705
47,037,47037,2024,2,Single Family,219
47,037,47037,2024,3,All Multifamily,212
47,037,47037,2024,3,All Permits,441
47,037,47037,2024,3,5+-Unit Multifamily,212
47,037,47037,2024,3,Single Family,229
47,037,47037,2024,4,All Permits,979
47,037,47037,2024,4,All Multifamily,692
47,037,47037,2024,4,5+-Unit Multifamily,688
47,037,47037,2024,4,3 & 4-Unit Multifamily,4
47,037,47037,2024,4,Single Family,287
47,037,47037,2024,1,All Permits,4
47,037,47037,2024,1,Single Family,4
47,037,47037,2024,2,Single Family,2
47,037,47037,2024,2,All Permits,2
47,037,47037,2024,3,Single Family,4
47,037,47037,2024,3,All Permits,4
47,037,47037,2024,4,All Permits,1
47,037,47037,2024,4,Single Family,1
47,043,47043,2024,1,All Permits,2
47,043,47043,2024,1,Single Family,2
47,043,47043,2024,2,All Permits,2
47,043,47043,2024,2,Single Family,2
47,043,47043,2024,3,All Permits,2
47,043,47043,2024,3,Single Family,2
47,043,47043,2024,4,All Permits,3
47,043,47043,2024,4,Single Family,3
47,043,47043,2024,1,All Permits,1
47,043,47043,2024,1,Single Family,1
47,043,47043,2024,2,All Permits,1
47,043,47043,2024,2,Single Family,1
47,043,47043,2024,3,All Permits,1
47,043,47043,2024,3,Single Family,1
47,043,47043,2024,4,All Permits,23
47,043,47043,2024,4,Single Family,23
47,043,47043,2024,1,All Permits,21
47,043,47043,2024,1,Single Family,21
47,043,47043,2024,2,All Permits,15
47,043,47043,2024,2,Single Family,15
47,043,47043,2024,3,All Permits,27
47,043,47043,2024,3,Single Family,27
47,043,47043,2024,1,All Permits,6
47,043,47043,2024,1,Single Family,6
47,043,47043,2024,3,All Permits,19
47,043,47043,2024,3,All Multifamily,5
47,043,47043,2024,3,5+-Unit Multifamily,5
47,043,47043,2024,3,Single Family,14
47,043,47043,2024,4,Single Family,6
47,043,47043,2024,4,All Permits,6
47,081,47081,2024,3,All Permits,1
47,081,47081,2024,3,Single Family,1
47,081,47081,2024,4,All Permits,1
47,081,47081,2024,4,Single Family,1
47,081,47081,2024,1,All Permits,10
47,081,47081,2024,1,Single Family,10
47,081,47081,2024,2,All Permits,10
47,081,47081,2024,2,Single Family,10
47,081,47081,2024,3,All Permits,11
47,081,47081,2024,3,Single Family,11
47,081,47081,2024,4,All Permits,11
47,081,47081,2024,4,Single Family,11
47,111,47111,2024,1,All Permits,11
47,111,47111,2024,1,All Multifamily,5
47,111,47111,2024,1,5+-Unit Multifamily,5
47,111,47111,2024,1,Single Family,6
47,111,47111,2024,2,All Permits,12
47,111,47111,2024,2,All Multifamily,5
47,111,47111,2024,2,5+-Unit Multifamily,5
47,111,47111,2024,2,Single Family,7
47,111,47111,2024,3,All Permits,12
47,111,47111,2024,3,All Multifamily,5
47,111,47111,2024,3,5+-Unit Multifamily,5
47,111,47111,2024,3,Single Family,7
47,111,47111,2024,4,All Permits,17
47,111,47111,2024,4,Single Family,17
47,119,47119,2024,1,All Permits,71
47,119,47119,2024,1,Single Family,71
47,119,47119,2024,2,All Permits,74
47,119,47119,2024,2,Single Family,74
47,119,47119,2024,3,All Permits,97
47,119,47119,2024,3,All Multifamily,2
47,119,47119,2024,3,2-Unit Multifamily,2
47,119,47119,2024,3,Single Family,95
47,119,47119,2024,4,All Permits,55
47,119,47119,2024,4,All Multifamily,2
47,119,47119,2024,4,2-Unit Multifamily,2
47,119,47119,2024,4,Single Family,53
47,119,47119,2024,1,All Permits,17
47,119,47119,2024,1,Single Family,17
47,119,47119,2024,2,All Permits,23
47,119,47119,2024,2,Single Family,23
47,119,47119,2024,3,All Permits,19
47,119,47119,2024,3,Single Family,19
47,119,47119,2024,4,All Permits,19
47,119,47119,2024,4,Single Family,19
47,119,47119,2024,1,All Permits,2
47,119,47119,2024,1,Single Family,2
47,119,47119,2024,2,All Permits,5
47,119,47119,2024,2,All Multifamily,4
47,119,47119,2024,2,3 & 4-Unit Multifamily,4
47,119,47119,2024,2,Single Family,1
47,119,47119,2024,3,All Permits,1
47,119,47119,2024,3,Single Family,1
47,119,47119,2024,4,All Permits,6
47,119,47119,2024,4,Single Family,6
47,119,47119,2024,1,All Permits,58
47,119,47119,2024,1,Single Family,58
47,119,47119,2024,2,All Permits,63
47,119,47119,2024,2,All Multifamily,3
47,119,47119,2024,2,3 & 4-Unit Multifamily,3
47,119,47119,2024,2,Single Family,60
47,119,47119,2024,3,All Permits,62
47,119,47119,2024,3,Single Family,62
47,119,47119,2024,4,All Permits,60
47,119,47119,2024,4,All Multifamily,17
47,119,47119,2024,4,5+-Unit Multifamily,17
47,119,47119,2024,4,Single Family,43
47,147,47147,2024,1,All Permits,1
47,147,47147,2024,1,Single Family,1
47,147,47147,2024,3,All Permits,2
47,147,47147,2024,3,Single Family,2
47,147,47147,2024,4,All Permits,3
47,147,47147,2024,4,Single Family,3
47,147,47147,2024,1,All Permits,12
47,147,47147,2024,1,Single Family,12
47,147,47147,2024,2,All Permits,9
47,147,47147,2024,2,Single Family,9
47,147,47147,2024,3,All Permits,7
47,147,47147,2024,3,Single Family,7
47,147,47147,2024,4,All Permits,1
47,147,47147,2024,4,Single Family,1
47,147,47147,2024,2,All Permits,1
47,147,47147,2024,2,Single Family,1
47,147,47147,2024,1,All Permits,17
47,147,47147,2024,1,Single Family,17
47,147,47147,2024,2,All Permits,21
47,147,47147,2024,2,Single Family,21
47,147,47147,2024,3,All Permits,10
47,147,47147,2024,3,Single Family,10
47,147,47147,2024,4,All Permits,29
47,147,47147,2024,4,Single Family,29
47,147,47147,2024,1,All Permits,13
47,147,47147,2024,1,Single Family,13
47,147,47147,2024,2,All Permits,13
47,147,47147,2024,2,Single Family,13
47,147,47147,2024,3,All Permits,15
47,147,47147,2024,3,Single Family,15
47,147,47147,2024,4,All Permits,9
47,147,47147,2024,4,Single Family,9
47,147,47147,2024,1,All Permits,46
47,147,47147,2024,1,Single Family,46
47,147,47147,2024,2,All Permits,57
47,147,47147,2024,2,Single Family,57
47,147,47147,2024,3,All Permits,64
47,147,47147,2024,3,Single Family,64
47,147,47147,2024,4,All Permits,50
47,147,47147,2024,4,Single Family,50
47,149,47149,2024,4,All Permits,2
47,149,47149,2024,4,Single Family,2
47,149,47149,2024,1,All Permits,7
47,149,47149,2024,1,Single Family,7
47,149,47149,2024,2,All Permits,8
47,149,47149,2024,2,Single Family,8
47,149,47149,2024,3,All Permits,8
47,149,47149,2024,3,Single Family,8
47,149,47149,2024,4,All Permits,19
47,149,47149,2024,4,Single Family,19
47,149,47149,2024,1,All Permits,56
47,149,47149,2024,1,Single Family,56
47,149,47149,2024,2,All Permits,111
47,149,47149,2024,2,Single Family,111
47,149,47149,2024,3,All Permits,81
47,149,47149,2024,3,Single Family,81
47,149,47149,2024,4,All Permits,98
47,149,47149,2024,4,All Multifamily,2
47,149,47149,2024,4,2-Unit Multifamily,2
47,149,47149,2024,4,Single Family,96
47,149,47149,2024,1,All Permits,55
47,149,47149,2024,1,Single Family,55
47,149,47149,2024,2,All Permits,66
47,149,47149,2024,2,Single Family,66
47,149,47149,2024,3,All Permits,86
47,149,47149,2024,3,Single Family,86
47,149,47149,2024,4,All Permits,69
47,149,47149,2024,4,Single Family,69
47,149,47149,2024,1,All Permits,79
47,149,47149,2024,1,Single Family,79
47,149,47149,2024,2,All Permits,71
47,149,47149,2024,2,Single Family,71
47,149,47149,2024,3,All Permits,76
47,149,47149,2024,3,Single Family,76
47,149,47149,2024,4,All Permits,77
47,149,47149,2024,4,Single Family,77
47,159,47159,2024,1,All Permits,1
47,159,47159,2024,1,Single Family,1
47,159,47159,2024,2,All Permits,1
47,159,47159,2024,2,Single Family,1
47,159,47159,2024,3,All Permits,1
47,159,47159,2024,3,Single Family,1
47,159,47159,2024,4,All Permits,1
47,159,47159,2024,4,Single Family,1
47,159,47159,2024,2,All Permits,4
47,159,47159,2024,2,Single Family,4
47,159,47159,2024,1,All Permits,10
47,159,47159,2024,1,Single Family,10
47,159,47159,2024,2,All Permits,8
47,159,47159,2024,2,Single Family,8
47,159,47159,2024,3,All Permits,9
47,159,47159,2024,3,Single Family,9
47,159,47159,2024,4,All Permits,11
47,159,47159,2024,4,Single Family,11
47,165,47165,2024,1,All Permits,112
47,165,47165,2024,1,Single Family,112
47,165,47165,2024,2,All Permits,106
47,165,47165,2024,2,Single Family,106
47,165,47165,2024,3,All Permits,74
47,165,47165,2024,3,Single Family,74
47,165,47165,2024,4,All Permits,71
47,165,47165,2024,4,Single Family,71
47,165,47165,2024,1,All Permits,22
47,165,47165,2024,1,Single Family,22
47,165,47165,2024,2,All Permits,19
47,165,47165,2024,2,Single Family,19
47,165,47165,2024,3,All Permits,20
47,165,47165,2024,3,Single Family,20
47,165,47165,2024,4,All Permits,32
47,165,47165,2024,4,Single Family,32
47,165,47165,2024,1,All Permits,1
47,165,47165,2024,1,Single Family,1
47,165,47165,2024,2,All Permits,10
47,165,47165,2024,2,Single Family,10
47,165,47165,2024,3,All Permits,1
47,165,47165,2024,3,Single Family,1
47,165,47165,2024,4,All Permits,1
47,165,47165,2024,4,Single Family,1
47,165,47165,2024,1,All Permits,2
47,165,47165,2024,1,All Multifamily,2
47,165,47165,2024,1,2-Unit Multifamily,2
47,165,47165,2024,2,All Permits,1
47,165,47165,2024,2,Single Family,1
47,165,47165,2024,3,All Permits,6
47,165,47165,2024,3,All Multifamily,2
47,165,47165,2024,3,2-Unit Multifamily,2
47,165,47165,2024,3,Single Family,4
47,165,47165,2024,1,All Permits,28
47,165,47165,2024,1,Single Family,28
47,165,47165,2024,2,All Permits,28
47,165,47165,2024,2,Single Family,28
47,165,47165,2024,3,All Permits,17
47,165,47165,2024,3,Single Family,17
47,165,47165,2024,4,All Permits,26
47,165,47165,2024,4,Single Family,26
47,169,47169,2024,2,All Permits,10
47,169,47169,2024,2,All Multifamily,3
47,169,47169,2024,2,3 & 4-Unit Multifamily,3
47,169,47169,2024,2,Single Family,7
47,169,47169,2024,3,All Permits,10
47,169,47169,2024,3,All Multifamily,3
47,169,47169,2024,3,3 & 4-Unit Multifamily,3
47,169,47169,2024,3,Single Family,7
47,169,47169,2024,4,All Permits,13
47,169,47169,2024,4,All Multifamily,3
47,169,47169,2024,4,3 & 4-Unit Multifamily,3
47,169,47169,2024,4,Single Family,10
47,187,47187,2024,1,All Permits,12
47,187,47187,2024,1,Single Family,12
47,187,47187,2024,2,All Permits,6
47,187,47187,2024,2,Single Family,6
47,187,47187,2024,3,All Permits,10
47,187,47187,2024,3,Single Family,10
47,187,47187,2024,4,All Permits,13
47,187,47187,2024,4,Single Family,13
47,187,47187,2024,1,All Permits,16
47,187,47187,2024,1,Single Family,16
47,187,47187,2024,2,All Permits,30
47,187,47187,2024,2,Single Family,30
47,187,47187,2024,3,All Permits,6
47,187,47187,2024,3,Single Family,6
47,187,47187,2024,4,All Permits,8
47,187,47187,2024,4,Single Family,8
47,187,47187,2024,1,All Permits,368
47,187,47187,2024,1,All Multifamily,348
47,187,47187,2024,1,5+-Unit Multifamily,348
47,187,47187,2024,1,Single Family,20
47,187,47187,2024,2,All Permits,41
47,187,47187,2024,2,Single Family,41
47,187,47187,2024,3,All Permits,52
47,187,47187,2024,3,Single Family,52
47,187,47187,2024,4,All Permits,34
47,187,47187,2024,4,Single Family,34
47,187,47187,2024,2,All Permits,10
47,187,47187,2024,2,Single Family,10
47,187,47187,2024,3,All Permits,5
47,187,47187,2024,3,Single Family,5
47,187,47187,2024,4,All Permits,11
47,187,47187,2024,4,Single Family,11
47,187,47187,2024,1,All Permits,4
47,187,47187,2024,1,Single Family,4
47,187,47187,2024,2,All Permits,11
47,187,47187,2024,2,All Multifamily,6
47,187,47187,2024,2,5+-Unit Multifamily,6
47,187,47187,2024,2,Single Family,5
47,187,47187,2024,3,All Permits,14
47,187,47187,2024,3,All Multifamily,6
47,187,47187,2024,3,5+-Unit Multifamily,6
47,187,47187,2024,3,Single Family,8
47,187,47187,2024,1,All Permits,31
47,187,47187,2024,1,Single Family,31
47,187,47187,2024,2,All Permits,37
47,187,47187,2024,2,Single Family,37
47,187,47187,2024,3,All Permits,42
47,187,47187,2024,3,Single Family,42
47,187,47187,2024,4,All Permits,58
47,187,47187,2024,4,Single Family,58
47,189,47189,2024,1,All Permits,73
47,189,47189,2024,1,Single Family,73
47,189,47189,2024,2,All Permits,137
47,189,47189,2024,2,Single Family,137
47,189,47189,2024,3,All Permits,16
47,189,47189,2024,3,Single Family,16
47,189,47189,2024,4,All Permits,68
47,189,47189,2024,4,Single Family,68
47,189,47189,2024,1,All Permits,13
47,189,47189,2024,1,Single Family,13
47,189,47189,2024,2,All Permits,14
47,189,47189,2024,2,Single Family,14
47,189,47189,2024,3,All Permits,24
47,189,47189,2024,3,All Multifamily,10
47,189,47189,2024,3,5+-Unit Multifamily,10
47,189,47189,2024,3,Single Family,14
47,189,47189,2024,4,All Permits,18
47,189,47189,2024,4,Single Family,18
47,189,47189,2024,1,All Permits,22
47,189,47189,2024,1,Single Family,22
47,189,47189,2024,2,All Permits,12
47,189,47189,2024,2,Single Family,12
47,189,47189,2024,3,All Permits,46
47,189,47189,2024,3,Single Family,46
47,189,47189,2024,4,All Permits,43
47,189,47189,2024,4,Single Family,43
47,015,47015,2022,4,Single Family,4
47,015,47015,2022,4,All Permits,4
47,015,47015,2022,8,Single Family,2
47,015,47015,2022,8,All Permits,2
47,015,47015,2022,1,Single Family,1
47,015,47015,2022,1,All Permits,1
47,015,47015,2022,7,Single Family,2
47,015,47015,2022,7,All Permits,2
47,015,47015,2022,3,Single Family,10
47,015,47015,2022,3,All Permits,10
47,015,47015,2022,5,Single Family,4
47,015,47015,2022,5,All Permits,4
47,015,47015,2022,9,Single Family,2
47,015,47015,2022,9,All Permits,2
47,021,47021,2022,4,Single Family,11
47,021,47021,2022,4,All Permits,11
47,021,47021,2022,8,Single Family,2
47,021,47021,2022,8,All Permits,2
47,021,47021,2022,12,Single Family,8
47,021,47021,2022,12,All Permits,8
47,021,47021,2022,2,Single Family,28
47,021,47021,2022,2,All Permits,28
47,021,47021,2022,1,Single Family,25
47,021,47021,2022,1,All Permits,25
47,021,47021,2022,7,Single Family,20
47,021,47021,2022,7,All Permits,20
47,021,47021,2022,6,Single Family,15
47,021,47021,2022,6,All Permits,15
47,021,47021,2022,3,Single Family,7
47,021,47021,2022,3,All Permits,7
47,021,47021,2022,5,Single Family,8
47,021,47021,2022,5,All Permits,8
47,021,47021,2022,11,Single Family,4
47,021,47021,2022,11,All Permits,4
47,021,47021,2022,10,Single Family,5
47,021,47021,2022,10,All Permits,5
47,021,47021,2022,9,Single Family,4
47,021,47021,2022,9,All Permits,4
47,021,47021,2022,2,Single Family,31
47,021,47021,2022,2,All Permits,31
47,021,47021,2022,1,Single Family,3
47,021,47021,2022,1,All Permits,3
47,021,47021,2022,3,Single Family,19
47,021,47021,2022,3,All Permits,19
47,021,47021,2022,5,Single Family,2
47,021,47021,2022,5,All Permits,2
47,021,47021,2022,11,Single Family,2
47,021,47021,2022,11,All Permits,2
47,021,47021,2022,8,Single Family,1
47,021,47021,2022,8,All Permits,1
47,021,47021,2022,10,Single Family,1
47,021,47021,2022,10,All Permits,1
47,021,47021,2022,9,Single Family,1
47,021,47021,2022,9,All Permits,1
47,021,47021,2022,11,Single Family,1
47,021,47021,2022,11,All Permits,1
47,021,47021,2022,4,Single Family,7
47,021,47021,2022,4,All Permits,7
47,021,47021,2022,12,Single Family,5
47,021,47021,2022,12,All Permits,5
47,021,47021,2022,2,Single Family,19
47,021,47021,2022,2,All Permits,19
47,021,47021,2022,1,Single Family,5
47,021,47021,2022,1,All Permits,5
47,021,47021,2022,6,Single Family,7
47,021,47021,2022,6,All Permits,7
47,021,47021,2022,3,Single Family,24
47,021,47021,2022,3,All Permits,24
47,021,47021,2022,5,Single Family,6
47,021,47021,2022,5,All Permits,6
47,021,47021,2022,11,Single Family,5
47,021,47021,2022,11,All Permits,5
47,021,47021,2022,10,Single Family,6
47,021,47021,2022,10,All Permits,6
47,021,47021,2022,9,Single Family,7
47,021,47021,2022,9,All Permits,7
47,037,47037,2022,12,Single Family,1
47,037,47037,2022,12,All Permits,1
47,037,47037,2022,7,Single Family,2
47,037,47037,2022,7,All Permits,2
47,037,47037,2022,3,Single Family,1
47,037,47037,2022,3,All Permits,1
47,037,47037,2022,5,Single Family,1
47,037,47037,2022,5,All Permits,1
47,037,47037,2022,10,Single Family,3
47,037,47037,2022,10,All Permits,3
47,037,47037,2022,9,Single Family,1
47,037,47037,2022,9,All Permits,1
47,037,47037,2022,8,Single Family,1
47,037,47037,2022,8,All Permits,1
47,037,47037,2022,1,Single Family,2
47,037,47037,2022,1,All Permits,2
47,037,47037,2022,6,Single Family,3
47,037,47037,2022,6,All Permits,3
47,037,47037,2022,11,Single Family,1
47,037,47037,2022,11,All Permits,1
47,037,47037,2022,8,Single Family,2
47,037,47037,2022,8,5+-Unit Multifamily,309
47,037,47037,2022,8,All Multifamily,309
47,037,47037,2022,8,All Permits,311
47,037,47037,2022,12,Single Family,5
47,037,47037,2022,12,All Permits,5
47,037,47037,2022,1,Single Family,1
47,037,47037,2022,1,All Permits,1
47,037,47037,2022,10,Single Family,1
47,037,47037,2022,10,All Permits,1
47,037,47037,2022,4,Single Family,399
47,037,47037,2022,4,All Permits,399
47,037,47037,2022,8,Single Family,333
47,037,47037,2022,8,All Permits,333
47,037,47037,2022,12,Single Family,144
47,037,47037,2022,12,2-Unit Multifamily,6
47,037,47037,2022,12,5+-Unit Multifamily,278
47,037,47037,2022,12,All Multifamily,284
47,037,47037,2022,12,All Permits,428
47,037,47037,2022,2,Single Family,254
47,037,47037,2022,2,All Permits,254
47,037,47037,2022,1,Single Family,433
47,037,47037,2022,1,5+-Unit Multifamily,1142
47,037,47037,2022,1,All Multifamily,1142
47,037,47037,2022,1,All Permits,1575
47,037,47037,2022,7,Single Family,359
47,037,47037,2022,7,All Permits,359
47,037,47037,2022,6,Single Family,326
47,037,47037,2022,6,All Permits,326
47,037,47037,2022,3,Single Family,531
47,037,47037,2022,3,5+-Unit Multifamily,6
47,037,47037,2022,3,All Multifamily,6
47,037,47037,2022,3,All Permits,537
47,037,47037,2022,5,Single Family,418
47,037,47037,2022,5,All Permits,418
47,037,47037,2022,11,Single Family,342
47,037,47037,2022,11,2-Unit Multifamily,2
47,037,47037,2022,11,All Multifamily,2
47,037,47037,2022,11,All Permits,344
47,037,47037,2022,10,Single Family,22
47,037,47037,2022,10,All Permits,22
47,037,47037,2022,9,Single Family,416
47,037,47037,2022,9,All Permits,416
47,037,47037,2022,4,Single Family,1
47,037,47037,2022,4,All Permits,1
47,037,47037,2022,8,Single Family,3
47,037,47037,2022,8,All Permits,3
47,037,47037,2022,12,Single Family,2
47,037,47037,2022,12,All Permits,2
47,037,47037,2022,2,Single Family,2
47,037,47037,2022,2,All Permits,2
47,037,47037,2022,1,Single Family,3
47,037,47037,2022,1,All Permits,3
47,037,47037,2022,7,Single Family,3
47,037,47037,2022,7,All Permits,3
47,037,47037,2022,6,Single Family,2
47,037,47037,2022,6,All Permits,2
47,037,47037,2022,3,Single Family,2
47,037,47037,2022,3,All Permits,2
47,037,47037,2022,5,Single Family,2
47,037,47037,2022,5,All Permits,2
47,037,47037,2022,11,Single Family,3
47,037,47037,2022,11,All Permits,3
47,037,47037,2022,9,Single Family,5
47,037,47037,2022,9,All Permits,5
47,043,47043,2022,4,Single Family,5
47,043,47043,2022,4,All Permits,5
47,043,47043,2022,12,Single Family,2
47,043,47043,2022,12,All Permits,2
47,043,47043,2022,1,Single Family,4
47,043,47043,2022,1,All Permits,4
47,043,47043,2022,7,Single Family,3
47,043,47043,2022,7,All Permits,3
47,043,47043,2022,3,Single Family,7
47,043,47043,2022,3,All Permits,7
47,043,47043,2022,11,Single Family,2
47,043,47043,2022,11,All Permits,2
47,043,47043,2022,4,Single Family,2
47,043,47043,2022,4,All Permits,2
47,043,47043,2022,8,Single Family,17
47,043,47043,2022,8,All Permits,17
